Compound_time_dose,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,meanID,ref_meanID,Probe_ID,GeneSymbol,ProbeNr,Entrez_ID,CELL_ID,TREATMENT,COMPOUND,COMPOUND_ABBR,DOSE,DOSE_LEVEL,TIME,TIMEPOINT,GeneSymbol_new,Entrez_ID_new
CSP_48hr_50uM,0.8842496,-0.5196714,0.8867065999999999,-0.5860692,0.557829,0.6356891,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP19,CEP19,,84984.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP19,84984.0
CSP_48hr_50uM,9.805499000000001,-1.057879,0.3477066,-3.042448,0.002346623,0.005382159,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP192,CEP192,,55125.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP192,55125.0
CSP_48hr_50uM,25.96102,1.318783,0.2668296,4.942416000000001,7.71605e-07,3.3781699999999997e-06,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP250,CEP250,,11190.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP250,11190.0
CSP_48hr_50uM,19.988970000000002,0.9166892,0.1868521,4.9059610000000005,9.2971e-07,4.02616e-06,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP290,CEP290,,80184.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP290,80184.0
CSP_48hr_50uM,2.551319,0.8211065000000001,0.8009212,1.025203,0.3052676,0.3872421,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP295,CEP295,,85459.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP295,85459.0
CSP_48hr_50uM,12.51912,0.8490832,0.3013568,2.817535,0.0048393870000000005,0.01032535,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP350,CEP350,,9857.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP350,9857.0
CSP_48hr_50uM,6.515322,-1.335591,0.4021079,-3.321474,0.0008954319999999999,0.002247223,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP41,CEP41,,95681.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP41,95681.0
CSP_48hr_50uM,25.61286,1.1679469999999998,0.2339221,4.992891,5.948210000000001e-07,2.65472e-06,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP44,CEP44,,80817.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP44,80817.0
CSP_48hr_50uM,30.13366,-0.15183829999999998,0.2541774,-0.5973713,0.5502595,0.6283779,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP55,CEP55,,55165.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP55,55165.0
CSP_48hr_50uM,25.12722,-2.252345,0.3679518,-6.121306,9.279999999999999e-10,6.20178e-09,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP57,CEP57,,9702.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP57,9702.0
CSP_48hr_50uM,42.9282,-1.324331,0.2460134,-5.383165,7.31876e-08,3.76515e-07,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP57L1,CEP57L1,,285753.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP57L1,285753.0
CSP_48hr_50uM,3.7547879999999996,1.052819,0.3455472,3.046816,0.00231279,0.0053127109999999995,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP68,CEP68,,23177.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP68,23177.0
CSP_48hr_50uM,38.94409,-1.9699849999999999,0.2208469,-8.920136,4.66e-19,8.66e-18,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP70,CEP70,,80321.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP70,80321.0
CSP_48hr_50uM,3.282688,-0.35135859999999997,0.6099004,-0.5760918,0.5645532,0.6413354,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP72,CEP72,,55722.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP72,55722.0
CSP_48hr_50uM,10.72578,3.166066,0.3073511,10.30114,6.96e-25,2.0199999999999997e-23,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP76,CEP76,,79959.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP76,79959.0
CSP_48hr_50uM,1.9611169999999998,2.764943,0.6115385999999999,4.5212900000000005,6.1464e-06,2.34729e-05,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP78,CEP78,,84131.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP78,84131.0
CSP_48hr_50uM,4.817953,0.9873120999999999,0.4326281,2.282127,0.02248187,0.04064475,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP83,CEP83,,51134.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP83,51134.0
CSP_48hr_50uM,0.8342965,3.097604,0.9642296999999999,3.212516,0.0013157770000000002,0.003178754,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP85,CEP85,,64793.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP85,64793.0
CSP_48hr_50uM,11.13492,1.58366,0.3915156,4.0449470000000005,5.2335e-05,0.00016955,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP85L,CEP85L,,387119.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP85L,387119.0
CSP_48hr_50uM,13.125979999999998,-1.16571,0.378841,-3.0770419999999996,0.002090657,0.004849952,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP89,CEP89,,84902.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP89,84902.0
CSP_48hr_50uM,85.77941,1.009343,0.2758886,3.658519,0.000253677,0.00071176,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP95,CEP95,,90799.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP95,90799.0
CSP_48hr_50uM,14.77256,1.149125,0.2677334,4.292048,1.77033e-05,6.2426e-05,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEP97,CEP97,,79598.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEP97,79598.0
CSP_48hr_50uM,9.639505,0.1776812,0.3081959,0.5765201,0.5642636999999999,0.6412139,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CEPT1,CEPT1,,10390.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CEPT1,10390.0
CSP_48hr_50uM,0.6029285,-3.7724059999999997,1.36699,-2.759645,0.005786426999999999,0.01209485,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CERKL,CERKL,,375298.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CERKL,375298.0
CSP_48hr_50uM,3.173537,-2.113868,0.7330944,-2.883486,0.003933,0.008576593,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CERS1,CERS1,,10715.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CERS1,10715.0
CSP_48hr_50uM,14.215520000000001,1.948439,0.3044771,6.399294,1.56e-10,1.1525199999999999e-09,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CERS2,CERS2,,29956.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CERS2,29956.0
CSP_48hr_50uM,2.5829,-2.334802,0.7731945,-3.019682,0.002530399,0.005762776,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CERS4,CERS4,,79603.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CERS4,79603.0
CSP_48hr_50uM,1.066749,-0.9159879999999999,0.9538972,-0.9602586999999999,0.336925,0.4203,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CERS5,CERS5,,91012.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CERS5,91012.0
CSP_48hr_50uM,10.20641,-0.9261224,0.4168697,-2.2216110000000002,0.02630958,0.04687754,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CERS6,CERS6,,253782.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CERS6,253782.0
CSP_48hr_50uM,4.70792,3.018583,0.43515190000000004,6.9368479999999995,4.01e-12,3.59e-11,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CES2,CES2,,8824.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CES2,8824.0
CSP_48hr_50uM,182.8192,-1.3606340000000001,0.2456962,-5.53787,3.06173e-08,1.6638500000000002e-07,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CETN2,CETN2,,1069.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CETN2,1069.0
CSP_48hr_50uM,49.82488,-0.8284212,0.19777879999999998,-4.188624,2.8065100000000003e-05,9.5474e-05,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CETN3,CETN3,,1070.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CETN3,1070.0
CSP_48hr_50uM,2.496091,-1.424233,0.5958690999999999,-2.390177,0.01684024,0.03145268,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFAP126,CFAP126,,257177.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFAP126,257177.0
CSP_48hr_50uM,20.8811,1.519263,0.203376,7.470217,8.01e-14,8.92e-13,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFAP20,CFAP20,,29105.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFAP20,29105.0
CSP_48hr_50uM,9.672298,-1.5294889999999999,0.31980190000000003,-4.782613,1.7303099999999998e-06,7.183710000000001e-06,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFAP206,CFAP206,,154313.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFAP206,154313.0
CSP_48hr_50uM,17.74095,-3.652594,0.4219122,-8.657236,4.8300000000000005e-18,8.179999999999999e-17,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFAP221,CFAP221,,200373.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFAP221,200373.0
CSP_48hr_50uM,112.2631,0.2954489,0.2354578,1.254785,0.2095568,0.2824235,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFAP36,CFAP36,,112942.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFAP36,112942.0
CSP_48hr_50uM,8.417161,-2.091822,0.3962928,-5.278476,1.30263e-07,6.454330000000001e-07,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFAP43,CFAP43,,80217.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFAP43,80217.0
CSP_48hr_50uM,0.6807711999999999,-1.052111,1.372831,-0.7663800999999999,0.4434502,0.5271949,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFAP44,CFAP44,,55779.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFAP44,55779.0
CSP_48hr_50uM,0.5026453,-3.8900989999999998,1.5400719999999999,-2.52592,0.01153959,0.02246501,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFAP47,CFAP47,,286464.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFAP47,286464.0
CSP_48hr_50uM,1.075727,-1.921189,0.9380896000000001,-2.04798,0.04056195,0.06832298,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFAP52,CFAP52,,146845.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFAP52,146845.0
CSP_48hr_50uM,3.071064,-0.2173411,0.4971488,-0.43717510000000004,0.6619844,0.7317925000000001,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFAP53,CFAP53,,220136.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFAP53,220136.0
CSP_48hr_50uM,3.362389,-1.9090150000000001,0.5919982,-3.224697,0.00126106,0.003061405,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFAP54,CFAP54,,144535.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFAP54,144535.0
CSP_48hr_50uM,1.401076,-5.019196,1.3019999999999998,-3.8549889999999998,0.000115735,0.000348604,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFAP57,CFAP57,,149465.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFAP57,149465.0
CSP_48hr_50uM,2.982581,-3.8019510000000003,1.036772,-3.6671050000000003,0.000245312,0.000690394,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFAP69,CFAP69,,79846.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFAP69,79846.0
CSP_48hr_50uM,12.899510000000001,-2.1876849999999997,0.40928159999999997,-5.345182,9.03262e-08,4.59155e-07,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFAP70,CFAP70,,118491.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFAP70,118491.0
CSP_48hr_50uM,0.5667251,-4.316742,1.353891,-3.188398,0.001430636,0.0034347320000000002,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFAP73,CFAP73,,387885.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFAP73,387885.0
CSP_48hr_50uM,0.6427861,-3.701798,1.357803,-2.726315,0.006404585,0.01325953,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFAP77,CFAP77,,389799.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFAP77,389799.0
CSP_48hr_50uM,79.06094,0.246798,0.2686465,0.9186716999999999,0.35826729999999996,0.44205029999999995,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFAP97,CFAP97,,57587.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFAP97,57587.0
CSP_48hr_50uM,15.424489999999999,-0.9269156,0.6866845,-1.349842,0.17706670000000002,0.2446453,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFB,CFB,,629.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFB,629.0
CSP_48hr_50uM,16.09705,-0.06431913,0.3008078,-0.21382129999999996,0.8306863999999999,0.8735572,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFDP1,CFDP1,,10428.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFDP1,10428.0
CSP_48hr_50uM,13.335170000000002,-2.376923,0.3486783,-6.816953,9.300000000000001e-12,7.88e-11,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFH,CFH,,3075.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFH,3075.0
CSP_48hr_50uM,3.168097,-2.367941,0.6845924,-3.458906,0.000542374,0.0014267289999999998,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFHR1,CFHR1,,3078.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFHR1,3078.0
CSP_48hr_50uM,1.8078349999999999,-1.9722400000000002,0.9430379000000001,-2.091369,0.03649502,0.06227948,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFHR2,CFHR2,,3080.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFHR2,3080.0
CSP_48hr_50uM,506.5583,-2.078024,0.1500496,-13.848920000000001,1.29e-43,1.34e-41,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFI,CFI,,3426.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFI,3426.0
CSP_48hr_50uM,85.83941,0.01068204,0.29191,0.03659362,0.970809,0.9838880999999999,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFL1,CFL1,,1072.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFL1,1072.0
CSP_48hr_50uM,23.22326,2.165695,0.24811479999999997,8.7286,2.58e-18,4.4799999999999996e-17,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFL2,CFL2,,1073.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFL2,1073.0
CSP_48hr_50uM,26.573890000000002,-0.5809164000000001,0.28295690000000007,-2.0530209999999998,0.04007056,0.06755235,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CFLAR,CFLAR,,8837.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFLAR,8837.0
CSP_48hr_50uM,0.7422681999999999,3.9974239999999996,1.1179940000000002,3.575531,0.00034951800000000005,0.0009527310000000001,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CGB8,CGB8,,94115.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CGB8,94115.0
CSP_48hr_50uM,18.086489999999998,-0.5003698000000001,0.247677,-2.020251,0.04335732,0.0723893,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CGGBP1,CGGBP1,,8545.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CGGBP1,8545.0
CSP_48hr_50uM,3.2197810000000002,1.2953139999999999,0.5540702,2.337816,0.01939678,0.03567659,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CGN,CGN,,57530.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CGN,57530.0
CSP_48hr_50uM,15.15605,-3.1680599999999997,0.3852974,-8.222375999999999,2e-16,2.8800000000000003e-15,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CGNL1,CGNL1,,84952.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CGNL1,84952.0
CSP_48hr_50uM,0.17624700000000001,1.571849,4.5488669999999995,0.3455473,0.7296829,0.791201,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CGREF1,CGREF1,,10669.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CGREF1,10669.0
CSP_48hr_50uM,1.941164,0.4375837,0.6352745,0.6888104,0.49094259999999995,0.572894,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CGRRF1,CGRRF1,,10668.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CGRRF1,10668.0
CSP_48hr_50uM,6.629606,1.159614,0.49885640000000003,2.324544,0.02009635,0.03683869,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CHAC1,CHAC1,,79094.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CHAC1,79094.0
CSP_48hr_50uM,32.37267,1.580645,0.2221089,7.116532,1.1100000000000001e-12,1.06e-11,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CHAC2,CHAC2,,494143.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CHAC2,494143.0
CSP_48hr_50uM,2.697676,1.558865,0.7097244,2.196438,0.02806064,0.0494843,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CHAF1A,CHAF1A,,10036.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CHAF1A,10036.0
CSP_48hr_50uM,9.590977,1.037452,0.3382671,3.066961,0.002162472,0.005002966,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CHAF1B,CHAF1B,,8208.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CHAF1B,8208.0
CSP_48hr_50uM,4.615932,-0.3339972,0.45139440000000003,-0.7399232,0.45934659999999994,0.5426951,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CHAMP1,CHAMP1,,283489.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CHAMP1,283489.0
CSP_48hr_50uM,989.3347,-0.5808671,0.22750460000000003,-2.55321,0.01067351,0.02094742,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CHCHD1,CHCHD1,,118487.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CHCHD1,118487.0
CSP_48hr_50uM,63.864419999999996,-1.846598,0.26326279999999996,-7.014278999999999,2.31e-12,2.14e-11,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CHCHD10,CHCHD10,,400916.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CHCHD10,400916.0
CSP_48hr_50uM,1922.8370000000002,-0.43147349999999995,0.30234320000000003,-1.427099,0.1535515,0.2166092,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CHCHD2,CHCHD2,,51142.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CHCHD2,51142.0
CSP_48hr_50uM,32.82569,-1.5229469999999998,0.40039980000000003,-3.8035660000000004,0.000142628,0.00042152,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CHCHD3,CHCHD3,,54927.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CHCHD3,54927.0
CSP_48hr_50uM,6.467294,-0.6243104,0.4092064,-1.5256610000000002,0.1270942,0.18419660000000002,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CHCHD4,CHCHD4,,131474.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CHCHD4,131474.0
CSP_48hr_50uM,68.9384,-0.7765645,0.14976489999999998,-5.185224,2.1575600000000002e-07,1.0359899999999998e-06,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CHCHD5,CHCHD5,,84269.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CHCHD5,84269.0
CSP_48hr_50uM,10.431980000000001,-3.9324239999999997,0.7399711999999999,-5.314293,1.0707200000000001e-07,5.392390000000001e-07,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CHCHD6,CHCHD6,,84303.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CHCHD6,84303.0
CSP_48hr_50uM,16.19037,0.6411937,0.2331709,2.7498869999999997,0.00596158,0.0124184,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CHCHD7,CHCHD7,,79145.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CHCHD7,79145.0
CSP_48hr_50uM,63.663230000000006,2.442532,0.20006310000000002,12.20881,2.79e-34,1.57e-32,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,CHD1,CHD1,,1105.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CHD1,1105.0
