Compound_time_dose,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,meanID,ref_meanID,Probe_ID,GeneSymbol,ProbeNr,Entrez_ID,CELL_ID,TREATMENT,COMPOUND,COMPOUND_ABBR,DOSE,DOSE_LEVEL,TIME,TIMEPOINT,GeneSymbol_new,Entrez_ID_new
CSP_48hr_50uM,11.52233,2.837429,0.35620999999999997,7.965606,1.6399999999999998e-15,2.17e-14,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,H1F0,H1F0,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,H1-0,3005.0
CSP_48hr_50uM,8.463227,1.655991,0.35620959999999996,4.648922,3.3367400000000004e-06,1.3299100000000001e-05,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,H1FX,H1FX,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,H1-10,8971.0
CSP_48hr_50uM,0.6331356,-1.082314,1.234292,-0.8768703000000001,0.3805571,0.46509079999999997,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,H2AFB1,H2AFB1,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,H2AB1,474382.0
CSP_48hr_50uM,51.522870000000005,-0.153355,0.1834419,-0.8359868,0.40316230000000003,0.48733950000000004,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,H2AFJ,H2AFJ,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,H2AJ,55766.0
CSP_48hr_50uM,16.91851,1.332674,0.2861265,4.657641,3.19854e-06,1.27696e-05,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,H2AFV,H2AFV,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,H2AZ2,94239.0
CSP_48hr_50uM,304.0361,-1.9271029999999998,0.2946777,-6.539696,6.16e-11,4.77e-10,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,H2AFX,H2AFX,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,H2AX,3014.0
CSP_48hr_50uM,423.7748,-0.23515860000000002,0.1403779,-1.675182,0.09389846,0.1419693,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,H2AFY,H2AFY,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,MACROH2A1,9555.0
CSP_48hr_50uM,653.4011,0.1512763,0.212317,0.7125021,0.4761539000000001,0.5584153000000001,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,H2AFZ,H2AFZ,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,H2AZ1,3015.0
CSP_48hr_50uM,192.1647,1.556423,0.2749301,5.66116,1.50353e-08,8.535219999999999e-08,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,H3F3A,H3F3A,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,H3-3A,3020.0
CSP_48hr_50uM,0.4873356,5.714111,1.235962,4.623208999999999,3.77849e-06,1.49255e-05,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,H3F3B,H3F3B,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,,
CSP_48hr_50uM,41.50551,0.9955813,0.1845955,5.393314,6.917e-08,3.57787e-07,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,H3F3C,H3F3C,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,H3-5,440093.0
CSP_48hr_50uM,0.6810847,1.4873180000000001,1.0661100000000001,1.395089,0.1629891,0.22795990000000002,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,H6PD,H6PD,,9563.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,H6PD,9563.0
CSP_48hr_50uM,73.39718,-1.332699,0.24256239999999998,-5.4942519999999995,3.9236900000000004e-08,2.1017099999999998e-07,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HABP2,HABP2,,3026.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HABP2,3026.0
CSP_48hr_50uM,31.170409999999997,0.33403320000000003,0.23815300000000003,1.402599,0.1607365,0.2252306,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HABP4,HABP4,,22927.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HABP4,22927.0
CSP_48hr_50uM,7.361200999999999,-1.370123,0.4347595,-3.15145,0.001624617,0.0038525079999999997,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HACD1,HACD1,,9200.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HACD1,9200.0
CSP_48hr_50uM,4.988694000000001,1.653604,0.4110305,4.0230690000000005,5.7444799999999996e-05,0.000184456,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HACD2,HACD2,,201562.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HACD2,201562.0
CSP_48hr_50uM,9.305555,2.9191119999999997,0.38844720000000005,7.514825,5.700000000000001e-14,6.47e-13,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HACD3,HACD3,,51495.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HACD3,51495.0
CSP_48hr_50uM,13.68261,-1.224507,0.3187205,-3.841946,0.00012206299999999999,0.000366005,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HACE1,HACE1,,57531.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HACE1,57531.0
CSP_48hr_50uM,6.119557,1.2914370000000002,0.3021969,4.273495,1.92433e-05,6.72026e-05,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HACL1,HACL1,,26061.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HACL1,26061.0
CSP_48hr_50uM,1.031551,0.47884840000000006,0.9016049999999999,0.5311066,0.5953449000000001,0.6696371,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HADH,HADH,,3033.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HADH,3033.0
CSP_48hr_50uM,17.58802,-0.6406433000000001,0.3521417,-1.819277,0.06886913,0.1084587,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HADHA,HADHA,,3030.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HADHA,3030.0
CSP_48hr_50uM,35.97594,-0.5089603,0.2995354,-1.699166,0.08928795,0.1359263,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HADHB,HADHB,,3032.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HADHB,3032.0
CSP_48hr_50uM,31.329040000000003,0.2635792,0.188531,1.398068,0.1620925,0.22683850000000003,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HAGH,HAGH,,3029.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HAGH,3029.0
CSP_48hr_50uM,16.2013,-1.417319,0.36553959999999996,-3.877334,0.00010560700000000001,0.000320195,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HAGHL,HAGHL,,84264.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HAGHL,84264.0
CSP_48hr_50uM,0.8061461999999999,5.4250110000000005,1.479432,3.666955,0.00024545599999999996,0.000690637,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HAP1,HAP1,,9001.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HAP1,9001.0
CSP_48hr_50uM,3.9209620000000003,1.436411,0.7022472,2.04545,0.04081054,0.068703,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HAPLN3,HAPLN3,,145864.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HAPLN3,145864.0
CSP_48hr_50uM,3.651824,1.0110860000000002,0.43751049999999997,2.310997,0.020833,0.03800267,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HARBI1,HARBI1,,283254.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HARBI1,283254.0
CSP_48hr_50uM,148.9574,1.443601,0.2098718,6.878488000000001,6.0499999999999995e-12,5.28e-11,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HARS,HARS,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HARS1,3035.0
CSP_48hr_50uM,46.70454,1.095093,0.1784614,6.136298,8.450000000000001e-10,5.669489999999999e-09,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HARS2,HARS2,,23438.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HARS2,23438.0
CSP_48hr_50uM,9.856351,4.188746,0.47082109999999994,8.896681,5.75e-19,1.0599999999999999e-17,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HAS3,HAS3,,3038.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HAS3,3038.0
CSP_48hr_50uM,100.5034,-0.7179456999999999,0.166822,-4.303662999999999,1.67997e-05,5.95734e-05,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HAT1,HAT1,,8520.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HAT1,8520.0
CSP_48hr_50uM,14.03525,0.1678529,0.28405779999999997,0.5909112,0.5545799,0.6324685999999999,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HAUS1,HAUS1,,115106.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HAUS1,115106.0
CSP_48hr_50uM,3.29869,0.3592625,0.4540223,0.7912882,0.4287758,0.5128588,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HAUS2,HAUS2,,55142.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HAUS2,55142.0
CSP_48hr_50uM,0.6976443,0.540125,1.02194,0.5285291,0.5971321999999999,0.6713948000000001,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HAUS3,HAUS3,,79441.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HAUS3,79441.0
CSP_48hr_50uM,5.542012000000001,0.39351759999999997,0.42710200000000004,0.9213667999999999,0.35685900000000004,0.44044890000000003,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HAUS6,HAUS6,,54801.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HAUS6,54801.0
CSP_48hr_50uM,0.7385718000000001,0.9058785,0.9104754,0.994951,0.3197601,0.40318899999999996,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HAUS7,HAUS7,,55559.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HAUS7,55559.0
CSP_48hr_50uM,16.79335,0.4225191,0.2555755,1.6532069999999999,0.09828879,0.1478783,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HAUS8,HAUS8,,93323.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HAUS8,93323.0
CSP_48hr_50uM,415.2977,-1.462393,0.30816869999999996,-4.745431,2.08063e-06,8.53443e-06,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HAVCR1,HAVCR1,,26762.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HAVCR1,26762.0
CSP_48hr_50uM,0.4869889,-2.343223,1.493079,-1.569389,0.1165573,0.1713336,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HAVCR2,HAVCR2,,84868.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HAVCR2,84868.0
CSP_48hr_50uM,47.563309999999994,-0.6528866,0.30175599999999997,-2.163624,0.03049319,0.05313651,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HAX1,HAX1,,10456.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HAX1,10456.0
CSP_48hr_50uM,99.08236,4.476699,0.1976656,22.64784,1.4699999999999996e-113,3.5e-110,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HBEGF,HBEGF,,1839.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HBEGF,1839.0
CSP_48hr_50uM,18.88281,1.869936,0.2023967,9.238964,2.4900000000000002e-20,5.210000000000001e-19,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HBP1,HBP1,,26959.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HBP1,26959.0
CSP_48hr_50uM,11.73006,0.5019726999999999,0.5092495,0.9857108,0.3242751,0.4076357,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HBS1L,HBS1L,,10767.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HBS1L,10767.0
CSP_48hr_50uM,193.21099999999998,8.03412e-06,0.18641129999999997,4.30989e-05,0.9999655999999999,1.0,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HCCS,HCCS,,3052.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HCCS,3052.0
CSP_48hr_50uM,11.94103,2.599607,0.42919350000000006,6.056958,1.3872000000000001e-09,9.027360000000001e-09,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HCFC1,HCFC1,,3054.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HCFC1,3054.0
CSP_48hr_50uM,22.79428,-1.9815580000000002,0.41515340000000006,-4.773073999999999,1.81435e-06,7.506560000000001e-06,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HCFC1R1,HCFC1R1,,54985.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HCFC1R1,54985.0
CSP_48hr_50uM,7.070948,0.7269087,0.37941779999999997,1.9158529999999998,0.05538384,0.08962875,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HCFC2,HCFC2,,29915.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HCFC2,29915.0
CSP_48hr_50uM,5.127332,0.5210471999999999,0.4993687,1.043412,0.29675759999999995,0.3786152,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HCN3,HCN3,,57657.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HCN3,57657.0
CSP_48hr_50uM,2.841021,-0.004971196,0.543231,-0.009151165,0.9926985,0.9998878000000001,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HCST,HCST,,10870.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HCST,10870.0
CSP_48hr_50uM,19.156489999999998,2.16066,0.25709099999999996,8.40426,4.31e-17,6.66e-16,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HDAC1,HDAC1,,3065.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HDAC1,3065.0
CSP_48hr_50uM,4.630858,0.5122173,0.4643442,1.103098,0.26998449999999996,0.3496789,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HDAC10,HDAC10,,83933.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HDAC10,83933.0
CSP_48hr_50uM,18.65136,-0.3564672,0.32131740000000003,-1.109393,0.2672609,0.34697790000000006,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HDAC11,HDAC11,,79885.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HDAC11,79885.0
CSP_48hr_50uM,1080.2269999999999,0.3572453,0.1983604,1.800992,0.07170421,0.11219960000000001,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HDAC2,HDAC2,,3066.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HDAC2,3066.0
CSP_48hr_50uM,26.29155,0.5540879,0.2418951,2.290613,0.02198581,0.03986845,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HDAC3,HDAC3,,8841.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HDAC3,8841.0
CSP_48hr_50uM,1.096973,-3.238633,1.3174379999999999,-2.458281,0.01396038,0.02668267,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HDAC4,HDAC4,,9759.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HDAC4,9759.0
CSP_48hr_50uM,13.427229999999998,-1.472316,0.37646440000000003,-3.910903,9.19518e-05,0.000282952,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HDAC6,HDAC6,,10013.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HDAC6,10013.0
CSP_48hr_50uM,5.066606,2.266652,0.5306261,4.271655,1.94027e-05,6.77001e-05,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HDAC7,HDAC7,,51564.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HDAC7,51564.0
CSP_48hr_50uM,6.175202,0.1546877,0.358362,0.4316521,0.6659943,0.7352972,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HDAC8,HDAC8,,55869.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HDAC8,55869.0
CSP_48hr_50uM,20.15971,4.138367,0.3338118,12.397310000000001,2.7e-35,1.6399999999999998e-33,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HDAC9,HDAC9,,9734.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HDAC9,9734.0
CSP_48hr_50uM,737.5217,-1.260161,0.23168060000000001,-5.439216,5.35157e-08,2.8123899999999997e-07,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HDDC2,HDDC2,,51020.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HDDC2,51020.0
CSP_48hr_50uM,2.1712029999999998,0.4151919,0.6291034000000001,0.6599739,0.5092706,0.5906511,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HDDC3,HDDC3,,374659.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HDDC3,374659.0
CSP_48hr_50uM,364.4028,1.13204,0.3714917,3.047282,0.00230921,0.005305506,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HDGF,HDGF,,3068.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HDGF,3068.0
CSP_48hr_50uM,8.979393,-0.519841,0.34527820000000004,-1.505571,0.13217720000000002,0.190356,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HDGFRP2,HDGFRP2,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HDGFL2,84717.0
CSP_48hr_50uM,41.035059999999994,0.7704771,0.22549439999999998,3.416835,0.000633537,0.001644118,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HDGFRP3,HDGFRP3,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HDGFL3,50810.0
CSP_48hr_50uM,30.97565,-0.6551570999999999,0.1918042,-3.4157599999999997,0.000636042,0.001649525,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HDHD2,HDHD2,,84064.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HDHD2,84064.0
CSP_48hr_50uM,30.07657,-1.246151,0.2144123,-5.811938,6.17537e-09,3.68949e-08,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HDHD3,HDHD3,,81932.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HDHD3,81932.0
CSP_48hr_50uM,146.2036,-1.596853,0.1919136,-8.320686,8.75e-17,1.31e-15,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HDLBP,HDLBP,,3069.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HDLBP,3069.0
CSP_48hr_50uM,8.405971000000001,0.15588229999999997,0.3809307,0.40921420000000003,0.6823825,0.7501817,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HDX,HDX,,139324.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HDX,139324.0
CSP_48hr_50uM,1.228912,0.7112815,0.8300894,0.8568734,0.39151490000000005,0.47596289999999997,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HEATR1,HEATR1,,55127.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HEATR1,55127.0
CSP_48hr_50uM,26.38212,0.6819293000000001,0.22253530000000002,3.064364,0.00218133,0.005040856,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HEATR3,HEATR3,,55027.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HEATR3,55027.0
CSP_48hr_50uM,1.081216,1.469562,0.8595171,1.7097529999999999,0.08731159,0.1332059,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HEATR5A,HEATR5A,,25938.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HEATR5A,25938.0
CSP_48hr_50uM,4.870106,0.8549606,0.43631329999999996,1.959511,0.05005301,0.08218038,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HEATR5B,HEATR5B,,54497.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HEATR5B,54497.0
CSP_48hr_50uM,12.57962,0.5388510999999999,0.3387535,1.5906879999999999,0.1116798,0.16501570000000002,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HEATR6,HEATR6,,63897.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HEATR6,63897.0
CSP_48hr_50uM,10.02628,-0.01601829,0.3153187,-0.05080033,0.9594845999999999,0.9753839,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HEBP1,HEBP1,,50865.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HEBP1,50865.0
CSP_48hr_50uM,280.6865,-0.4670043,0.2843437,-1.642394,0.1005084,0.1504796,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HEBP2,HEBP2,,23593.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HEBP2,23593.0
CSP_48hr_50uM,41.69194,1.133973,0.33301820000000004,3.4051370000000003,0.000661308,0.00170656,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HECA,HECA,,51696.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HECA,51696.0
CSP_48hr_50uM,96.0654,0.2158028,0.2187732,0.9864225000000001,0.3239258,0.4072395,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HECTD1,HECTD1,,25831.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HECTD1,25831.0
CSP_48hr_50uM,10.99248,0.8130363,0.3184398,2.553186,0.01067423,0.02094742,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,HECTD2,HECTD2,,143279.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,HECTD2,143279.0
